0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
const,2020,Saturday September,MotoGP,Misano World Circuit Marco Simoncelli,FP3,,,,,,,,,
rider,1st,46,Valentino,ROSSI,YAMAHA,ITA,Monster,Energy,Yamaha,MotoGP,Total,laps=21,laps=10,
run,1,Slick-Medium,Slick-Medium,4,4,,,,,,,,,
lap,1,2'00.784,35.955,22.491,26.766,21.551,284.9,,,,,,,
lap,2,1'35.657,26.649,21.645,25.972,21.391,286.4,,,,,,,
lap,3,1'41.542,26.684,24.939,28.714,21.205,254.7,,,,,,,
lap,4,1'33.817,26.338,21.083,25.562*,20.834,286.4,,,,,,,
lap,5,1'33.190,26.094,20.928,25.359,20.809,288.0,,,,,,,
lap,6,1'33.374,26.184,20.871,25.512,20.807,285.7,,,,,,,
lap,7,1'33.442,26.151,20.911,25.531,20.849,288.0,,,,,,,
lap,8,1'33.722,26.185,20.898,25.706,20.933,286.4,,,,,,,
lap,9,1'40.636,P,29.484*,21.807,27.429,21.916,255.3,,,,,,
run,2,Slick-Medium,Slick-Soft,13,4,,,,,,,,,
lap,10,1'44.341,35.467,21.851,25.944,21.079,284.9,,,,,,,
lap,11,1'33.586,26.293,21.013,25.392,20.888,286.4,,,,,,,
lap,12,1'33.010,25.989,20.909,25.384,20.728,287.2,,,,,,,
lap,13,1'35.585,28.628*,20.869,25.285,20.803,289.5,,,,,,,
lap,14,1'32.926,26.056,20.800,25.328,20.742,288.0,,,,,,,
lap,15,1'39.413,P,29.670*,21.936,26.023,21.784,283.4,,,,,,
run,3,Slick-Medium,Slick-Soft,0,0,,,,,,,,,
lap,16,1'44.071,35.340,21.875,25.917,20.939,286.4,,,,,,,
lap,17,1'36.480,P,26.154,22.300,26.299,21.727,279.7,,,,,,
run,4,Slick-Medium,Slick-Soft,2,2,,,,,,,,,
lap,18,1'41.510,33.397,21.381,25.759,20.973,287.2,,,,,,,
lap,19,1'33.175,P,25.890,20.605,25.165,21.515,288.0,,,,,,
run,5,Slick-Medium,Slick-Soft,4,0,,,,,,,,,
lap,20,1'39.990,32.903,21.095,25.342,20.650,285.7,,,,,,,
lap,21,1'31.861,25.611,20.675,25.061,20.514,289.5,,,,,,,
rider,2nd,12,Maverick,VIÑALES,YAMAHA,SPA,Monster,Energy,Yamaha,MotoGP,Total,laps=20,laps=10,
run,1,Slick-Soft,Slick-Medium,0,0,,,,,,,,,
lap,1,2'24.422,35.908,21.898,26.407,21.615,289.5,,,,,,,
lap,2,1'34.868,26.610,21.192,25.993,21.073,295.0,,,,,,,
lap,3,1'39.646,26.321,25.261,26.051,22.013,293.4,,,,,,,
lap,4,1'33.050,26.002,20.936,25.269,20.843,292.6,,,,,,,
lap,5,1'32.759,25.997,20.832,25.129,20.801,295.0,,,,,,,
lap,6,1'39.657,P,27.759,22.005,26.240,23.653,289.5,,,,,,
run,2,Slick-Soft,Slick-Medium,6,6,,,,,,,,,
lap,7,1'43.308,34.258,21.894,25.981,21.175,288.7,,,,,,,
lap,8,1'32.979,26.086,20.815,25.243,20.835,291.1,,,,,,,
lap,9,1'34.163,27.126,20.782,25.322,20.933,291.1,,,,,,,
lap,10,1'32.815,25.979,20.754,25.244,20.838,291.8,,,,,,,
lap,11,1'35.290,P,25.932,20.763,25.342,23.253,291.8,,,,,,
run,3,Slick-Soft,Slick-Hard,0,0,,,,,,,,,
lap,12,1'43.147,35.032,21.494,25.622,20.999,290.3,,,,,,,
lap,13,1'34.083,25.859,20.761,26.287*,21.176,291.8,,,,,,,
lap,14,1'32.382,25.773,20.724,25.074,20.811,291.8,,,,,,,
lap,15,1'44.289,P,29.995*,22.103,27.065,25.126,280.5,,,,,,
run,4,Slick-Medium,Slick-Soft,0,0,,,,,,,,,
lap,16,1'43.367,35.354,21.449,25.647,20.917,289.5,,,,,,,
lap,17,1'32.341,25.783,20.724,25.148,20.686,291.8,,,,,,,
lap,18,1'32.230,25.741,20.711,25.129,20.649,290.3,,,,,,,
lap,19,1'31.936,25.623,20.603,25.084,20.626,292.6,,,,,,,
lap,20,1'40.422,30.774*,21.075,27.725*,20.848,288.7,,,,,,,
rider,3rd,20,Fabio,QUARTARARO,YAMAHA,FRA,Petronas,Yamaha,SRT,Total,laps=20,laps=12,,
run,1,Slick-Medium,Slick-Soft,14,3,,,,,,,,,
lap,1,1'48.218,P,35.325,22.421,26.215,21.643,284.9,,,,,,
run,2,Slick-Medium,Slick-Hard,0,0,,,,,,,,,
lap,2,1'47.121,37.396,21.938,26.321*,21.466,287.2,,,,,,,
lap,3,1'34.066,26.306,21.351,25.430,20.979,289.5,,,,,,,
lap,4,1'33.750,26.200,21.031,25.633,20.886,291.8,,,,,,,
lap,5,1'32.926,25.873,20.918,25.269,20.866,288.7,,,,,,,
lap,6,1'32.660,25.894,20.889,25.046,20.831,289.5,,,,,,,
lap,7,1'32.735,25.877,20.914,25.207,20.737,289.5,,,,,,,
lap,8,1'40.196,P,27.975,22.402,26.766,23.053,281.2,,,,,,
run,3,Slick-Medium,Slick-Hard,7,7,,,,,,,,,
lap,9,1'43.727,34.997,21.709,25.924,21.097,286.4,,,,,,,
lap,10,1'32.831,25.889,20.900,25.194,20.848,290.3,,,,,,,
lap,11,1'32.703,25.850,20.854,25.184,20.815,289.5,,,,,,,
lap,12,1'32.831,25.876,20.866,25.228,20.861,288.7,,,,,,,
lap,13,1'32.800,25.946,20.879,25.180,20.795,290.3,,,,,,,
lap,14,1'32.801,25.871,20.881,25.226,20.823,288.7,,,,,,,
lap,15,1'43.396,P,25.943,25.959,28.482*,23.012,284.2,,,,,,
run,4,Slick-Medium,Slick-Soft,0,0,,,,,,,,,
lap,16,1'43.355,34.961,21.571,25.761,21.062,290.3,,,,,,,
lap,17,1'32.297,25.771,20.805,25.031,20.690,292.6,,,,,,,
lap,18,1'31.961,25.677,20.675,24.961,20.648,291.8,,,,,,,
lap,19,1'45.397,33.542*,21.536,28.867,21.452,243.7,,,,,,,
lap,20,1'44.133,25.734,20.828,26.743*,30.828,291.8,,,,,,,
rider,4th,43,Jack,MILLER,DUCATI,AUS,Pramac,Racing,Total,laps=17,laps=7,,,
run,1,Slick-Medium,Slick-Soft,3,3,,,,,,,,,
lap,1,1'51.170,35.239,21.835,26.452,21.458,293.4,,,,,,,
lap,2,1'34.364,26.588,21.024,25.850,20.902,295.0,,,,,,,
lap,3,1'33.444,26.398,20.707,25.698*,20.641,298.3,,,,,,,
lap,4,1'33.355,26.212,20.785,25.541*,20.817,299.1,,,,,,,
lap,5,1'41.801,P,29.298,21.556,27.926*,23.021,295.0,,,,,,
run,2,Slick-Medium,Slick-Soft,8,8,,,,,,,,,
lap,6,1'43.279,34.396,21.549,26.169,21.165,293.4,,,,,,,
lap,7,1'33.714,26.282,21.009,25.524,20.899,296.7,,,,,,,
lap,8,1'35.173,27.098,21.111,26.018,20.946,294.2,,,,,,,
lap,9,1'33.425,26.249,20.906,25.520,20.750,295.8,,,,,,,
lap,10,1'33.407,26.127,20.840,25.574,20.866,296.7,,,,,,,
lap,11,1'40.375,P,28.632*,22.209,26.739,22.795,290.3,,,,,,
run,3,Slick-Soft,Slick-Soft,0,0,,,,,,,,,
lap,12,1'43.345,34.079,21.217,26.203*,21.846,296.7,,,,,,,
lap,13,1'35.737,27.194,21.298,26.283,20.962,295.8,,,,,,,
lap,14,1'32.129,25.896,20.497,25.223,20.513,298.3,,,,,,,
lap,15,1'39.432,P,29.389,21.246,26.478,22.319,292.6,,,,,,
run,4,Slick-Soft,Slick-Soft,4,0,,,,,,,,,
lap,16,1'48.030,35.794,24.083,26.465,21.688,296.7,,,,,,,
lap,unfinished,25.972,20.429,25.251,298.3,,,,,,,,,
rider,5th,42,Alex,RINS,SUZUKI,SPA,Team,SUZUKI,ECSTAR,Total,laps=21,laps=12,,
run,1,Slick-Medium,Slick-Soft,11,9,,,,,,,,,
lap,1,1'49.896,35.382,22.114,26.210,21.513,289.5,,,,,,,
lap,2,1'34.331,26.580,20.978,25.633,21.140,291.8,,,,,,,
lap,3,1'33.734,26.275,20.810,25.667,20.982,292.6,,,,,,,
lap,4,1'36.444,26.211,21.038,25.908*,23.287,293.4,,,,,,,
lap,5,1'33.309,26.208,20.811,25.455,20.835,293.4,,,,,,,
lap,6,1'33.199,26.188,20.858,25.362,20.791,293.4,,,,,,,
lap,7,1'39.344,P,27.719,21.386,27.169,23.070,278.3,,,,,,
run,2,Slick-Medium,Slick-Soft,18,16,,,,,,,,,
lap,8,1'45.283,36.285,21.496,26.023,21.479,289.5,,,,,,,
lap,9,1'36.355,26.556,22.744,25.890,21.165,291.1,,,,,,,
lap,10,1'33.283,26.136,20.941,25.299,20.907,294.2,,,,,,,
lap,11,1'33.192,26.114,20.894,25.297,20.887,293.4,,,,,,,
lap,12,1'40.440,P,29.517*,21.466,26.690,22.767,285.7,,,,,,
run,3,Slick-Medium,Slick-Soft,0,0,,,,,,,,,
lap,13,1'44.340,34.597,21.897,26.243,21.603,291.8,,,,,,,
