0,1,2,3,4,5,6,7,8,9,10
const,2021,April 04,Moto2,Losail International Circuit,RACE,,,,,
rider,Sam,LOWES,Elf,Marc,VDS,Racing,GBR,1st,22,
lap,1,2'05.274,31.553,30.993,29.180,33.548,171.1,,,
lap,2,1'59.522,26.044,30.905,29.111,33.462,281.2,,,
lap,3,1'59.434,25.945,30.778,29.114,33.597,279.7,,,
lap,4,1'59.438,25.833,30.687,29.190,33.728,281.2,,,
lap,5,1'59.771,25.960,30.820,29.198,33.793,276.9,,,
lap,6,1'59.587,25.962,30.840,29.048,33.737,276.2,,,
lap,7,1'59.400,25.881,30.686,29.081,33.752,276.9,,,
lap,8,1'59.497,25.886,30.682,29.062,33.867,276.9,,,
lap,9,1'59.258,25.922,30.686,29.034,33.616,274.1,,,
lap,10,1'59.416,25.928,30.774,29.034,33.680,275.5,,,
lap,11,1'59.404,25.920,30.667,29.122,33.695,276.9,,,
lap,12,1'59.327,25.841,30.648,29.120,33.718,275.5,,,
lap,13,1'59.154,25.859,30.619,29.046,33.630,274.8,,,
lap,14,1'59.301,25.931,30.671,29.004,33.695,276.9,,,
lap,15,1'59.302,25.898,30.598,29.090,33.716,279.0,,,
lap,16,1'59.217,25.947,30.630,29.022,33.618,279.0,,,
lap,17,1'59.216,25.792,30.651,29.163,33.610,278.3,,,
lap,18,1'59.026,25.859,30.548,29.028,33.591,277.6,,,
lap,19,1'59.204,25.783,30.606,29.122,33.693,279.0,,,
lap,20,1'58.954,25.811,30.555,29.043,33.545,279.0,,,
rider,Remy,GARDNER,Red,Bull,KTM,Ajo,AUS,2nd,87,
lap,1,2'05.590,31.641,31.109,29.287,33.553,163.8,,,
lap,2,1'59.644,26.011,30.967,29.132,33.534,277.6,,,
lap,3,1'59.206,26.109,30.774,28.880,33.443,280.5,,,
lap,4,2'00.031,26.096,31.036,29.341,33.558,282.7,,,
lap,5,1'59.394,25.951,30.722,29.083,33.638,276.2,,,
lap,6,1'59.305,25.913,30.785,29.038,33.569,282.7,,,
lap,7,1'59.326,25.987,30.637,28.986,33.716,278.3,,,
lap,8,1'59.572,25.911,30.792,29.053,33.816,279.0,,,
lap,9,1'59.485,26.086,30.737,29.013,33.649,275.5,,,
lap,10,1'59.283,25.940,30.749,29.020,33.574,274.8,,,
lap,11,1'59.527,25.962,30.737,29.045,33.783,276.9,,,
lap,12,1'59.228,25.901,30.691,29.015,33.621,274.1,,,
lap,13,1'59.209,25.944,30.704,28.919,33.642,274.8,,,
lap,14,1'59.368,25.985,30.761,28.911,33.711,275.5,,,
lap,15,1'59.131,25.906,30.690,28.890,33.645,276.9,,,
lap,16,1'59.198,26.022,30.665,28.957,33.554,276.9,,,
lap,17,1'59.151,25.873,30.680,29.055,33.543,277.6,,,
lap,18,1'59.317,25.927,30.691,29.078,33.621,279.7,,,
lap,19,1'58.991,25.838,30.653,28.977,33.523,276.9,,,
lap,20,1'58.936,25.865,30.572,28.891,33.608*,278.3,,,
rider,Raul,FERNANDEZ,Red,Bull,KTM,Ajo,SPA,3rd,25,
lap,1,2'05.592,31.820,31.226,29.094,33.452,177.0,,,
lap,2,1'59.484,25.947,30.828,29.134,33.575,283.4,,,
lap,3,1'59.249,25.959,30.691,29.033,33.566,280.5,,,
lap,4,2'00.330,26.135,31.044,29.578,33.573,284.2,,,
lap,5,1'59.273,26.045,30.714,29.053,33.461,281.2,,,
lap,6,1'59.495,26.095,30.715,29.113,33.572,284.9,,,
lap,7,1'59.344,26.019,30.690,28.955,33.680,281.2,,,
lap,8,1'59.355,26.027,30.656,28.965,33.707,281.9,,,
lap,9,1'59.726,26.255,30.847,28.972,33.652,278.3,,,
lap,10,1'59.266,25.979,30.713,29.021,33.553,280.5,,,
lap,11,1'59.483,26.023,30.785,29.151,33.524,281.2,,,
lap,12,1'59.341,26.027,30.687,29.031,33.596,280.5,,,
lap,13,1'59.306,26.036,30.685,28.982,33.603,279.0,,,
lap,14,1'59.175,25.892,30.655,29.065,33.563,280.5,,,
lap,15,1'59.247,26.010,30.660,29.004,33.573,283.4,,,
