0,1,2,3,4,5,6,7,8,9,10,11,12
const,2020,July 18,Moto3,Circuito de Jerez,Q1,,,,,,,
rider,Romano,FENATI,Sterilgarda,Max,Racin,ITA,1st,55,Total,laps=6,laps=5,
lap,1,6'52.637,28.875,16.692,31.701,33.379*,202.6,,,,,
lap,2,1'47.660,26.449,16.496,31.421,33.294,203.3,,,,,
lap,3,1'47.123,26.289,16.540,31.229,33.065,202.2,,,,,
lap,4,1'46.774,26.201,16.383,31.138,33.052,204.9,,,,,
lap,5,1'46.595,26.149,16.297,31.238,32.911,207.6,,,,,
lap,6,1'47.681,26.226,16.365,31.284,33.806,208.8,,,,,
rider,Niccolò,ANTONELL,SIC58,Squadra,Corse,ITA,2nd,23,Total,laps=3,laps=1,
lap,1,6'41.667,39.786,17.058,33.143,33.887,196.7,,,,,
lap,2,1'46.705,26.116,16.220,31.279,33.090,208.0,,,,,
lap,PIT,27.954,17.131,33.010,27.185,182.4,,,,,,
rider,Tony,ARBOLINO,Rivacold,Snipers,Tea,ITA,3rd,14,Total,laps=4,laps=1,
lap,1,6'42.435,47.089,16.847,33.116,34.062,200.3,,,,,
lap,2,1'46.777,26.267,16.320,31.157,33.033,207.6,,,,,
lap,3,1'46.122,P,26.668,16.737,34.999,27.718,203.0,,,,
lap,4,2'00.604,28.505,17.805,36.616,37.678,139.8,,,,,
rider,Ai,OGURA,Honda,Team,Asia,JPN,4th,79,Total,laps=4,laps=1,
lap,1,6'45.954,36.635,17.230,32.067,33.826,201.4,,,,,
lap,2,1'46.840,26.184,16.348,31.146,33.162,204.5,,,,,
lap,3,1'44.021,P,26.471,16.827,32.736,27.987,195.6,,,,
lap,4,1'57.930,28.211,17.121,34.074,38.524,175.6,,,,,
rider,Dennis,FOGGIA,Leopard,Racing,ITA,5th,7,Total,laps=5,laps=2,,
lap,1,6'34.408,48.233,16.780,33.420,35.087,203.7,,,,,
lap,2,1'47.427,26.337,16.327,31.387,33.376,208.8,,,,,
lap,3,1'45.274,P,26.597,16.596,32.482,29.599,205.7,,,,
lap,4,1'49.416,28.169,16.403,31.656,33.188,208.0,,,,,
lap,5,1'46.988,26.232,16.337,31.205,33.214,208.8,,,,,
rider,Yuki,KUNII,Honda,Team,Asia,JPN,6th,92,Total,laps=6,laps=3,
lap,1,6'42.913,44.457,16.939,33.027,34.352,202.6,,,,,
lap,2,1'47.374,26.264,16.419,31.359,33.332,205.7,,,,,
lap,3,1'52.761,26.445*,16.550,35.151,34.615,203.3,,,,,
lap,4,1'47.966,26.566,16.557,31.512,33.331,207.6,,,,,
lap,5,1'48.278,26.489,16.311,31.713,33.765,211.7,,,,,
lap,6,1'49.540,26.720,16.566,31.634,34.620*,206.8,,,,,
rider,Darryn,BINDER,CIP,Green,Power,RSA,7th,40,Total,laps=6,laps=4,
lap,1,6'39.821,38.675,16.703,32.873,33.913,203.3,,,,,
lap,2,1'48.095,26.552,16.453,31.439,33.651,201.8,,,,,
lap,3,1'55.244,27.002,17.174,36.248,34.820,195.6,,,,,
lap,4,1'47.434,26.506,16.379,31.284,33.265,205.3,,,,,
lap,5,1'48.538,26.418,16.523,31.759,33.838,203.0,,,,,
lap,PIT,26.746,16.649,32.743,30.840,201.8,,,,,,
rider,Davide,PIZZOLI,BOE,Skull,Rider,Facil,ITA,8th,9,Total,laps=6,laps=4
lap,1,6'43.048,49.366,17.360,33.080,34.285,197.0,,,,,
lap,2,1'47.518,26.329,16.289,31.521,33.379,208.8,,,,,
lap,3,1'50.130,26.505,16.354,33.284,33.987,207.2,,,,,
lap,4,1'48.373,26.444,16.531,31.618,33.780,204.1,,,,,
lap,5,1'52.967,28.806,16.815,33.271,34.075,200.0,,,,,
lap,PIT,26.510,16.473,32.265,29.888,207.2,,,,,,
rider,9th,99,Carlos,TATAY,Reale,Avintia,Moto3,SPA,Total,laps=6,laps=3,
lap,1,2'28.992,29.497,17.079,32.177,33.715,198.5,,,,,
lap,2,1'48.318,26.466,16.621,31.559,33.672,201.1,,,,,
lap,3,1'48.212,26.458,16.720,31.388,33.646,200.3,,,,,
lap,4,1'45.207,P,27.348,17.360,32.896,27.603,174.7,,,,
lap,5,1'49.960,28.340,16.567,31.622,33.431*,204.5,,,,,
lap,6,1'47.613,26.379,16.478,31.444,33.312,204.1,,,,,
rider,10th,54,Riccardo,ROSSI,BOE,Skull,Rider,Facil,ITA,Total,laps=4,laps=1
lap,1,6'35.449,40.656,17.009,33.202,35.416,202.2,,,,,
lap,2,1'47.726,26.331,16.470,31.546,33.379,206.1,,,,,
lap,3,1'43.569,P,26.373*,16.619,31.766,28.811,204.1,,,,
lap,4,2'05.224,28.875,18.757,38.703,38.889,135.8,,,,,
rider,11th,6,Ryusei,YAMANAKA,Estrella,Galicia,"0,0",JPN,Total,laps=4,laps=1,
lap,1,6'33.859,46.979,17.306,33.967,35.021,195.6,,,,,
lap,2,1'48.071,26.610,16.652,31.581,33.228,200.0,,,,,
lap,3,1'43.303,P,26.568,16.585,32.054,28.096,206.1,,,,
lap,4,2'06.272,29.660,18.538,39.113,38.961,141.9,,,,,
rider,12th,73,Maximilian,KOFLER,CIP,Green,Power,AUT,Total,laps=6,laps=3,
lap,1,6'43.217,42.617,16.829,32.872,36.904,203.7,,,,,
lap,2,1'48.668,26.632*,16.588,31.551,33.897,203.3,,,,,
lap,3,1'51.524,26.459,16.487,32.235,36.343,203.7,,,,,
lap,4,1'48.409,26.713,16.377,31.575,33.744,206.5,,,,,
lap,5,1'48.132,26.517*,16.444,31.519,33.652,208.8,,,,,
lap,6,1'49.727,26.513,16.406,31.956,34.852,209.7,,,,,
rider,Alonso,LOPEZ,Sterilgarda,Max,Racin,SPA,13th,21,Total,laps=5,laps=2,
lap,1,2'40.348,29.798,16.897,31.909,33.763,200.3,,,,,
lap,2,1'48.541,26.591,16.648,31.771,33.531,202.6,,,,,
lap,3,1'48.579,26.598,16.721,31.677,33.583,202.2,,,,,
lap,4,1'43.922,P,26.586,16.635,31.554,29.147,201.1,,,,
lap,5,2'04.510,28.500,18.425,38.023,39.562,144.1,,,,,
rider,Jason,DUPASQUIE,CarXpert,PruestelGP,SWI,14th,50,Total,laps=6,laps=5,,
lap,1,6'40.287,42.687,18.110,32.862,34.622,196.7,,,,,
lap,2,1'48.866,26.769,16.502,32.032,33.563,205.7,,,,,
lap,3,1'53.078,26.995,17.153,33.583,35.347,177.3,,,,,
lap,4,1'48.597,26.722,16.527,31.963,33.385,207.2,,,,,
lap,5,1'48.557,26.496,16.418,32.009,33.634,210.9,,,,,
lap,6,1'48.945,26.881,16.369,31.876,33.819,211.3,,,,,
rider,Barry,BALTUS,CarXpert,PruestelGP,BEL,15th,70,Total,laps=6,laps=2,,
lap,1,2'45.066,29.223,17.031,32.175,33.939,200.7,,,,,
lap,2,1'49.257,26.907,16.755,31.829,33.766,203.0,,,,,
lap,3,1'44.007,P,27.108,16.975,32.094,27.830,200.7,,,,
lap,4,1'52.543,29.910,16.970,32.132,33.531,201.4,,,,,
lap,5,1'48.951,26.527,16.600,31.837,33.987*,202.6,,,,,
lap,6,1'48.795,26.671,16.541,31.730,33.853,208.0,,,,,
rider,Khairul,Idham,PAWI,Petronas,Sprinta,Raci,MAL,16th,89,Total,laps=5,laps=1
lap,1,6'07.523,30.429,16.764,32.067,33.759,203.7,,,,,
lap,2,1'48.898,26.637,16.645,31.808,33.808,204.1,,,,,
lap,3,1'42.843,P,26.700,16.666,32.008,27.469,201.8,,,,
lap,4,1'51.493,29.282,16.426,32.450,33.335,208.0,,,,,
lap,unfinished,26.320,16.325,31.293,207.6,,,,,,,
rider,Sergio,GARCIA,Estrella,Galicia,"0,0",SPA,17th,11,Total,laps=4,laps=0,
lap,1,6'34.992,48.556,17.019,33.117,34.523,203.7,,,,,
lap,2,1'48.036,26.459*,16.647,31.479,33.451*,202.2,,,,,
lap,3,1'43.118,P,26.427,16.666,31.514,28.511,204.1,,,,
lap,4,2'03.416,29.203,17.829,37.150,39.234,138.8,,,,,
