0,1,2,3,4,5,6,7,8,9
const,2020,October 10,Moto2,Le Mans,Q2,,,,
rider,Joe,ROBERTS,Tennor,American,RaciUSA,1st,16,,
lap,1,1'49.918,25.072,24.190,28.636,26.475,,,
lap,2,1'41.818,23.200,22.204,30.311*,26.103,259.6,,
lap,3,1'38.958,22.744,22.004,27.399,26.811,264.5,,
lap,4,1'48.451,P,26.745*,23.716,27.974*,30.016,262.4,
lap,5,3'18.735,28.704,23.904,28.332,26.099,,,
lap,6,1'38.330,23.141,22.179,27.388,25.622,259.6,,
lap,7,1'36.710,22.610,21.725,27.081,25.294,262.4,,
lap,8,1'36.256,22.413,21.603,26.900,25.340,262.4,,
rider,Sam,LOWES,EG,"0,0",Marc,VDS,GBR,2nd,22
lap,1,2'21.926,27.157,24.680,28.801,26.574,,,
lap,2,1'38.725,23.357,22.375,27.392,25.601,260.3,,
lap,3,1'37.114,22.691,21.891,27.229,25.303,261.0,,
lap,4,1'36.811,22.709,21.704,27.014,25.384,262.4,,
lap,5,1'40.076,25.003*,22.377,27.212,25.484,261.7,,
lap,6,1'36.882,22.599,21.921,27.128,25.234,259.6,,
lap,7,1'36.343,22.548,21.593,27.024,25.178,261.0,,
lap,8,1'50.821,28.108*,27.411,28.621,26.681,261.0,,
lap,9,1'42.689,24.214,23.036,28.983,26.456,257.6,,
rider,3rd,87,Remy,GARDNER,Onexox,TKKR,SAG,T,AUS
lap,1,1'51.779,25.580,23.982,28.729,27.655,,,
lap,2,1'42.478,22.922,22.260,27.635*,29.661*,260.3,,
lap,3,1'37.346,22.708,21.956,27.160,25.522,259.6,,
lap,4,1'39.715,22.950,22.888,28.334,25.543,264.5,,
lap,5,1'36.940,22.528,21.706,27.334,25.372,261.7,,
lap,6,1'38.253,22.626,21.832,27.156,26.639,260.3,,
lap,7,1'37.338,22.540,21.881,27.245,25.672,259.0,,
lap,8,1'38.001,22.482,21.952,27.446,26.121,263.1,,
lap,9,1'36.488,22.401,21.773,27.084,25.230,260.3,,
lap,10,1'36.449,22.488,21.783,27.014,25.164,261.0,,
rider,Jorge,MARTIN,Red,Bull,KTM,Ajo,SPA,4th,88
lap,1,2'02.707,22.256,23.796,29.810,26.155,,,
lap,2,1'37.841,22.679,22.016,27.420*,25.726,262.4,,
lap,3,1'36.522,22.450,21.763,26.980,25.329,262.4,,
lap,4,1'37.577,22.418,22.133,27.420*,25.606*,262.4,,
rider,5th,72,Marco,BEZZECCHI,SKY,Racing,Team,VR,ITA
lap,1,1'51.259,25.547,24.151,28.756,26.819,,,
