0,1,2,3,4,5,6,7,8,9
const,2020,October 24,Moto2,MotorLand Aragón,Q1,,,,
rider,Bo,BENDSNEYDER,NTS,RW,Racing,GP,NED,1st,64
lap,1,4'45.494,41.903,44.149,22.069,27.716*,276.4,,
lap,2,1'52.330,32.191,31.385,21.401,27.353,277.8,,
lap,3,1'51.933,31.763,31.349,21.402,27.419,277.1,,
lap,4,1'52.175,31.759,31.402,21.468,27.546,277.8,,
lap,5,1'56.501,31.985,33.434,23.271,27.811,275.0,,
lap,6,1'52.858,32.009,31.642,21.641,27.566,277.1,,
lap,7,2'02.699,P,32.096,33.007,22.689,34.907,273.6,
rider,Marcel,SCHROTTE,Liqui,Moly,Intact,GP,GER,2nd,23
lap,1,2'14.230,30.037,34.946,22.556,28.360,274.3,,
lap,2,1'57.309,34.353,32.237,23.162,27.557,279.2,,
lap,3,1'52.282,32.031,31.476,21.448,27.327,282.1,,
lap,4,1'57.708,33.407,34.328,22.140,27.833,272.2,,
lap,5,1'52.123,31.954,31.574,21.407,27.188,285.9,,
lap,6,2'04.106,33.083,33.185,23.392,34.446,179.4,,
lap,7,1'56.025,34.443*,32.238,21.834,27.510*,281.4,,
lap,8,2'00.945,P,32.059,31.703*,24.454,32.729,281.4,
rider,Luca,MARINI,SKY,Racing,Team,VR,ITA,3rd,10
lap,1,3'00.160,44.493,35.144,23.454,27.610,281.4,,
lap,2,1'54.129,32.643,32.067*,22.022,27.397,282.1,,
lap,3,1'52.493,31.904,31.677*,21.644,27.268,282.1,,
lap,4,1'52.316,31.831,31.647,21.497,27.341,281.4,,
lap,5,1'52.210,31.782,31.626,21.461,27.341,281.4,,
lap,6,1'52.629,31.906,31.777,21.591,27.355,280.7,,
lap,7,1'52.726,31.826,31.761,21.703,27.436,281.4,,
lap,8,1'59.665,P,31.999,31.724,21.753,34.189,282.1,
rider,Stefano,MANZI,MV,Agusta,Forward,R,ITA,4th,62
lap,1,2'10.662,33.079,34.193,23.146,27.652,280.0,,
lap,2,1'53.754,32.730,31.739,21.814,27.471,280.7,,
lap,3,1'52.522,31.865,31.587,21.635,27.435,281.4,,
lap,4,1'52.407,31.874,31.552,21.530,27.451,281.4,,
lap,5,1'52.432,31.779,31.649,21.591,27.413,280.7,,
lap,6,1'52.279,31.645,31.675,21.563,27.396,278.5,,
lap,7,2'00.799,31.725*,36.474,23.651,28.949,270.2,,
lap,8,2'04.054,P,32.105,31.627,21.500,38.822,187.7,
rider,Somkiat,CHANTRA,IDEMITSU,Honda,Te,THA,5th,35,
lap,1,2'11.363,36.895,35.641,23.187,27.472,285.9,,
lap,2,2'00.787,32.824,34.593,26.046,27.324,286.6,,
lap,3,1'52.326,31.928,31.463,21.646,27.289,285.1,,
lap,4,1'53.962,32.227,31.984*,22.053,27.698,280.0,,
lap,5,1'52.423,31.902,31.561,21.641,27.319,283.6,,
lap,6,2'05.992,36.179,33.795,23.342,32.676,228.6,,
lap,7,1'58.158,32.781*,32.075,21.966,31.336,202.5,,
lap,8,1'53.492,32.094,31.931,21.779,27.688,281.4,,
rider,Hafizh,SYAHRIN,Kipin,Energy,Aspar,T,MAL,6th,55
lap,1,2'15.183,38.117,40.426,23.364,28.109,278.5,,
lap,2,1'58.127,32.475,31.986*,26.199,27.467,282.9,,
lap,3,1'52.560,32.044,31.506,21.571,27.439,283.6,,
lap,4,1'54.924,32.597,32.796,21.976,27.555,278.5,,
lap,5,1'52.333,31.997,31.548,21.576,27.212,283.6,,
lap,6,2'05.229,35.130,32.795,23.660,33.644,172.0,,
lap,7,1'56.101,33.444*,32.709,22.427,27.521,282.9,,
lap,8,2'01.716,P,32.007,33.000,22.992,33.717,266.2,
rider,Nicolò,BULEGA,Federal,Oil,Gresini,M,ITA,7th,11
lap,1,3'02.061,40.604,33.252,31.585,34.860,261.7,,
lap,2,1'53.346,32.363,31.626,21.852,27.505,280.7,,
lap,3,1'52.511,31.913,31.493,21.704,27.401,281.4,,
lap,4,1'52.433,31.876,31.514,21.585,27.458,280.7,,
lap,5,1'52.510,31.863,31.597,21.641,27.409,280.0,,
lap,6,1'52.626,31.952,31.623,21.555,27.496,278.5,,
lap,7,1'52.914,31.885,31.717,21.795,27.517,280.0,,
lap,8,1'52.465,31.902,31.592,21.570,27.401,281.4,,
rider,Xavi,VIERGE,Petronas,Sprinta,Raci,SPA,8th,97,
lap,1,1'54.012,29.248,32.257,22.159,27.676,277.8,,
lap,2,1'52.700,31.913,31.587,21.758,27.442,282.1,,
lap,3,1'52.488,31.947,31.580,21.618,27.343,282.1,,
lap,4,1'52.900,31.894,31.589,21.905,27.512,280.7,,
lap,5,1'52.618,32.027,31.549,21.668,27.374,281.4,,
lap,6,1'52.479,31.889,31.578,21.652,27.360,281.4,,
rider,Lorenzo,DALLA,PO,Italtrans,Racing,Team,ITA,9th,19
