0,1,2,3,4,5,6,7,8,9,10,11
const,2020,July 19,MotoGP,Circuito de Jerez,RACE,,,,,,
rider,1st,20,Fabio,QUARTARARO,YAMAHA,FRA,Petronas,Yamaha,SRT,,
run,1,Slick-Hard,Slick-Soft,0,0,,,,,,
lap,1,1'45.607,31.005,14.483,29.926,30.193,281.9,,,,
lap,2,1'39.172,24.916,14.472,29.631,30.153,284.2,,,,
lap,3,1'38.549,24.630,14.465,29.476,29.978,281.9,,,,
lap,4,1'38.824,24.687,14.461,29.623,30.053,284.9,,,,
lap,5,1'38.741,24.724,14.451,29.465,30.101,284.2,,,,
lap,6,1'38.771,24.733,14.423,29.563,30.052,284.2,,,,
lap,7,1'38.771,24.697,14.469,29.522,30.083,280.5,,,,
lap,8,1'39.092,24.712,14.475,29.749,30.156,281.9,,,,
lap,9,1'39.099,24.759,14.486,29.732,30.122,285.7,,,,
lap,10,1'38.867,24.724,14.501,29.572,30.070,280.5,,,,
lap,11,1'38.750,24.582,14.539,29.566,30.063,278.3,,,,
lap,12,1'38.745,24.645,14.491,29.485,30.124,279.0,,,,
lap,13,1'38.872,24.651,14.536,29.527,30.158,279.7,,,,
lap,14,1'38.880,24.681,14.549,29.502,30.148,281.2,,,,
lap,15,1'38.773,24.679,14.526,29.541,30.027,281.2,,,,
lap,16,1'38.863,24.709,14.518,29.530,30.106,280.5,,,,
lap,17,1'39.078,24.762,14.563,29.571,30.182,280.5,,,,
lap,18,1'39.080,24.737,14.548,29.647,30.148,279.0,,,,
lap,19,1'39.321,24.843,14.569,29.744,30.165,280.5,,,,
lap,20,1'39.254,24.818,14.553,29.651,30.232,281.9,,,,
lap,21,1'39.348,24.822,14.598,29.699,30.229,277.6,,,,
lap,22,1'39.609,24.894,14.607,29.850,30.258,279.7,,,,
lap,23,1'39.689,24.836,14.694,29.831,30.328,278.3,,,,
lap,24,1'39.957,25.010,14.670,29.933,30.344,279.7,,,,
lap,25,1'40.084,24.953,14.609,29.937,30.585,281.9,,,,
rider,2nd,12,Maverick,VIÑALES,YAMAHA,SPA,Monster,Energy,Yamaha,MotoGP,
run,1,Slick-Soft,Slick-Soft,0,0,,,,,,
lap,1,1'44.814,30.642,14.519,29.667,29.986,276.9,,,,
lap,2,1'38.445,24.556,14.437,29.525,29.927,278.3,,,,
lap,3,1'39.219,24.693,14.662,29.739,30.125,277.6,,,,
lap,4,1'38.556,24.708,14.438,29.518,29.892,283.4,,,,
lap,5,1'38.812,24.760,14.498,29.537,30.017,279.7,,,,
lap,6,1'38.892,24.752,14.540,29.619,29.981,279.0,,,,
lap,7,1'38.760,24.678,14.511,29.565,30.006,280.5,,,,
lap,8,1'39.781,24.680,14.592,30.443,30.066,279.0,,,,
lap,9,1'39.796,24.839,14.559,29.646,30.752,281.2,,,,
lap,10,1'39.315,24.935,14.427,29.875,30.078,286.4,,,,
lap,11,1'39.194,24.831,14.435,29.827,30.101,281.9,,,,
lap,12,1'39.106,24.850,14.467,29.770,30.019,281.9,,,,
lap,13,1'39.309,24.822,14.524,29.904,30.059,280.5,,,,
lap,14,1'39.596,25.031,14.651,29.835,30.079,284.2,,,,
lap,15,1'39.516,25.044,14.576,29.791,30.105,281.9,,,,
lap,16,1'39.425,25.067,14.495,29.833,30.030,284.2,,,,
lap,17,1'39.367,24.949,14.517,29.835,30.066,282.7,,,,
lap,18,1'39.155,24.827,14.560,29.704,30.064,281.2,,,,
lap,19,1'39.569,24.900,14.494,29.803,30.372,284.9,,,,
lap,20,1'39.602,25.055,14.526,29.900,30.121,281.9,,,,
lap,21,1'39.370,24.875,14.522,29.739,30.234,280.5,,,,
lap,22,1'39.339,24.880,14.649,29.719,30.091,279.0,,,,
lap,23,1'39.594,24.983,14.596,29.832,30.183,279.0,,,,
lap,24,1'39.960,25.100,14.576,29.941,30.343,279.7,,,,
lap,25,1'39.907,25.045,14.574,29.922,30.366,280.5,,,,
rider,3rd,4,Andrea,DOVIZIOSO,DUCATI,ITA,Ducati,Team,,,
run,1,Slick-Hard,Slick-Soft,0,0,,,,,,
lap,1,1'45.851,31.401,14.503,29.907,30.040,291.8,,,,
lap,2,1'39.134,24.935,14.338,29.798,30.063,290.3,,,,
