0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
const,2020,November 06,MotoGP,Circuit Ricardo Tormo,FP1,,,,,,,,,
rider,1st,43,Jack,MILLER,DUCATI,AUS,Pramac,Racing,Total,laps=14,laps=9,,,
run,1,Wet-Soft,Wet-Soft,0,0,,,,,,,,,
lap,1,4'26.379,30.005,31.874,28.845,28.408,,,,,,,,
lap,2,1'45.191,23.965,28.699,24.969,27.558,281.8,,,,,,,
lap,3,1'44.156,23.141,28.184,25.229,27.602,301.5,,,,,,,
lap,4,1'42.555,22.948,27.740,24.524,27.343,315.4,,,,,,,
lap,5,1'42.263,22.863,27.643,24.415,27.342,313.9,,,,,,,
lap,6,1'52.424,P,26.016*,29.156,25.918,31.334,313.9,,,,,,
run,2,Wet-Soft,Wet-Soft,6,6,,,,,,,,,
lap,7,12'22.849,24.657,29.331,25.100,27.322,,,,,,,,
lap,8,1'42.063,22.831,27.700,24.345,27.187,313.9,,,,,,,
lap,9,1'49.566,P,23.296,29.140,25.809,31.321,313.9,,,,,,
run,3,Wet-Soft,Wet-Soft,9,9,,,,,,,,,
lap,10,9'56.998,28.566,29.290,25.008,27.297,,,,,,,,
lap,11,1'43.217,23.074,27.969,24.672,27.502,316.8,,,,,,,
lap,12,2'00.052,23.058,27.816,40.904,28.274,315.4,,,,,,,
lap,13,1'44.166,23.281,28.112,24.975,27.798,315.4,,,,,,,
lap,14,1'43.611,23.023,28.014,24.831,27.743,315.4,,,,,,,
rider,2nd,21,Franco,MORBIDELLI,YAMAHA,ITA,Petronas,Yamaha,SRT,Total,laps=15,laps=10,,
run,1,Wet-Soft,Wet-Soft,0,0,,,,,,,,,
lap,1,2'09.762,28.787,33.084,28.178,30.309,,,,,,,,
lap,2,1'50.513,24.978,30.107,26.356,29.072,291.3,,,,,,,
lap,3,1'47.314,24.278,29.161,25.523,28.352,297.6,,,,,,,
lap,4,1'44.699,23.309,28.395,24.993,28.002,300.2,,,,,,,
lap,5,1'44.061,23.119,28.164,24.999,27.779,298.9,,,,,,,
lap,6,1'44.331,22.856,27.775,24.528,29.172*,300.2,,,,,,,
lap,7,1'42.530,22.854,27.695,24.573,27.408,301.5,,,,,,,
lap,8,1'46.416,22.963,27.639,27.093,28.721,302.9,,,,,,,
lap,9,1'42.788,22.849,27.729,24.571,27.639,300.2,,,,,,,
lap,10,1'52.629,P,24.858,28.947,26.168,32.656,297.6,,,,,,
run,2,Wet-Soft,Wet-Soft,10,10,,,,,,,,,
lap,11,16'55.437,P,31.742,34.006,29.717,37.532,,,,,,,
run,3,Wet-Soft,Wet-Soft,11,11,,,,,,,,,
lap,12,4'54.809,26.138,30.271,25.742,28.062,,,,,,,,
lap,13,1'44.525,23.252,28.223,25.258,27.792,301.5,,,,,,,
lap,14,1'44.216,23.300,28.224,24.924,27.768,302.9,,,,,,,
lap,15,1'49.229,24.087,30.587,25.956,28.599,302.9,,,,,,,
rider,3rd,6,Stefan,BRADL,HONDA,GER,Repsol,Honda,Team,Total,laps=16,laps=11,,
run,1,Wet-Soft,Wet-Soft,0,0,,,,,,,,,
lap,1,2'21.017,26.228,31.406,27.100,30.082,,,,,,,,
lap,2,1'50.547,25.082,29.984,26.432,29.049,255.6,,,,,,,
lap,3,1'46.718,23.908,29.480,25.252,28.078,288.9,,,,,,,
lap,4,1'44.356,23.478,28.461,24.912,27.505,301.5,,,,,,,
lap,5,1'43.388,23.303,28.074,24.579,27.432,300.2,,,,,,,
lap,6,1'43.069,23.182,27.970,24.651,27.266,308.3,,,,,,,
lap,7,1'42.566,23.196,27.774,24.448,27.148,308.3,,,,,,,
lap,8,1'43.455,23.230,27.788,24.859,27.578,301.5,,,,,,,
lap,9,1'50.238,P,23.919,28.181,25.833,32.305,297.6,,,,,,
run,2,Wet-Soft,Wet-Soft,9,9,,,,,,,,,
lap,10,12'17.839,26.099,29.661,25.184,27.849,,,,,,,,
lap,11,1'45.507,23.850,28.317,25.585,27.755,290.1,,,,,,,
lap,12,1'44.269,23.722,28.215,24.697,27.635,304.2,,,,,,,
lap,13,1'44.673,23.742,28.047,25.112,27.772,309.7,,,,,,,
lap,14,1'44.826,23.468,28.303,25.175,27.880,309.7,,,,,,,
lap,15,1'51.530,P,24.756,28.987,25.265,32.522,302.9,,,,,,
run,3,Wet-Soft,Wet-Soft,15,15,,,,,,,,,
lap,16,8'10.116,25.835,29.742,25.763,28.260,,,,,,,,
rider,4th,5,Johann,ZARCO,DUCATI,FRA,Esponsorama,Racing,Total,laps=21,laps=17,,,
run,1,Wet-Soft,Wet-Soft,0,0,,,,,,,,,
lap,1,2'17.767,26.759,32.718,27.569,29.927,,,,,,,,
