0,1,2,3,4,5,6,7,8,9,10
const,2020,September 20,Moto2,Misano World Circuit Marco Simoncelli,RACE,,,,,
rider,Enea,BASTIANINI,Italtrans,Racing,Team,ITA,1st,33,,
lap,1,1'43.045,32.122,22.581,26.536,21.806,246.0,,,
lap,2,1'37.134,26.549,22.338,26.181,22.066,243.7,,,
lap,3,1'37.340,26.672,22.484,26.365,21.819,246.5,,,
lap,4,1'37.265,26.835,22.367,26.351,21.712,246.0,,,
lap,5,1'37.905,26.799,22.671,26.705,21.730,246.5,,,
lap,6,1'38.020,27.003,22.584,26.671,21.762,244.3,,,
rider,Luca,MARINI,SKY,Racing,Team,VR,ITA,2nd,10,
lap,1,1'42.636,31.791,22.452,26.754,21.639,247.7,,,
lap,2,1'37.630,27.332,22.246,26.213,21.839,246.5,,,
lap,3,1'37.074,26.735,22.224,26.341,21.774,245.4,,,
lap,4,1'37.033,26.580,22.237,26.557,21.659,247.1,,,
lap,5,1'37.885,27.004,22.533,26.694,21.654,244.8,,,
lap,6,1'38.960,27.328,22.828,26.949,21.855,244.3,,,
rider,Xavi,VIERGE,Petronas,Sprinta,Raci,SPA,3rd,97,,
lap,1,1'42.593,31.659,22.577,26.547,21.810,242.6,,,
lap,2,1'37.416,26.669,22.251,26.531,21.965,242.1,,,
lap,3,1'37.070,26.570,22.225,26.508,21.767,243.7,,,
lap,4,1'37.229,26.660,22.286,26.468,21.815,243.7,,,
lap,5,1'37.828,26.829,22.592,26.605,21.802,242.1,,,
lap,6,1'39.348,27.305,23.142,26.964,21.937,246.0,,,
rider,Marco,BEZZECCHI,SKY,Racing,Team,VR,ITA,4th,72,
lap,1,1'42.724,31.931,22.476,26.721,21.596,250.0,,,
lap,2,1'37.908,27.764,22.255,26.265,21.624,249.4,,,
lap,3,1'36.922,26.721,22.218,26.255,21.728,252.3,,,
lap,4,1'37.040,26.592,22.221,26.462,21.765,250.0,,,
lap,5,1'38.169,26.869,22.552,27.059,21.689,246.5,,,
lap,6,1'38.744,27.096,22.707,27.071,21.870,248.8,,,
rider,Fabio,DI,GIANNANT,Beta,Tools,Speed,Up,ITA,5th,21
lap,1,1'43.660,32.678,22.599,242.1,,,,,
lap,2,1'37.556,26.556,22.420,26.829,21.751,242.6,,,
lap,3,1'37.207,26.559,22.245,243.2,,,,,
lap,4,1'37.327,26.576,22.304,26.554,21.893,243.2,,,
lap,5,1'37.949,26.832,22.455,26.586,22.076,243.7,,,
lap,6,1'38.004,26.961,22.446,246.0,,,,,
rider,Marcel,SCHROTTE,Liqui,Moly,Intact,GP,GER,6th,23,
lap,1,1'44.696,33.074,22.455,26.886,22.281,246.0,,,
lap,2,1'37.019,26.805,22.329,26.240,21.645,245.4,,,
lap,3,1'36.911,26.505,22.375,26.425,21.606,244.3,,,
lap,4,1'36.911,26.548,22.300,26.437,21.626,247.1,,,
lap,5,1'37.616,26.658,22.515,26.640,21.803,245.4,,,
lap,6,1'38.707,27.072,22.679,26.899,22.057,245.4,,,
rider,Sam,LOWES,EG,"0,0",Marc,VDS,GBR,7th,22,
lap,1,1'44.537,32.874,22.511,26.727,22.425,246.5,,,
lap,2,1'36.974,26.678,22.231,26.313,21.752,244.3,,,
lap,3,1'37.328,26.542,22.671,26.423,21.692,246.5,,,
lap,4,1'37.042,26.743,22.171,26.439,21.689,246.0,,,
lap,5,1'37.614,26.988,22.478,246.5,,,,,
lap,6,1'38.631,27.396,22.404,26.727,22.104,246.0,,,
rider,Jorge,NAVARRO,Beta,Tools,Speed,Up,SPA,8th,9,
lap,1,1'44.615,32.505,22.958,26.830,22.322,244.8,,,
lap,2,1'37.420,26.766,22.207,26.422,22.025,246.5,,,
lap,3,1'37.045,26.619,22.242,26.507,21.677,247.7,,,
lap,4,1'37.165,26.738,22.262,26.469,21.696,246.5,,,
lap,5,1'37.849,26.833,22.478,245.4,,,,,
lap,6,1'38.331,27.175,22.511,26.771,21.874,247.1,,,
rider,Jake,DIXON,Petronas,Sprinta,Raci,GBR,9th,96,,
lap,1,1'43.262,32.322,22.565,26.526,21.849,244.8,,,
lap,2,1'37.345,26.598,22.488,26.505,21.754,243.7,,,
lap,3,1'37.267,26.620,22.244,26.681,21.722,245.4,,,
lap,4,1'37.357,26.750,22.309,26.502,21.796,244.3,,,
lap,5,1'37.897,26.674,22.585,26.749,21.889,244.8,,,
lap,6,1'39.550,27.348,22.763,26.951,22.488,246.5,,,
rider,Aron,CANET,Inde,Aspar,Team,Mot,SPA,10th,44,
lap,1,1'46.071,34.028,22.907,27.009,22.127,245.4,,,
lap,2,1'36.991,26.747,22.382,26.323,21.539,244.3,,,
lap,3,1'36.966,26.629,22.342,26.413,21.582,244.3,,,
lap,4,1'36.693,26.559,22.155,26.387,21.592,244.8,,,
lap,5,1'37.498,26.600,22.397,26.554,21.947,247.1,,,
lap,6,1'38.519,26.903,22.384,26.763,22.469,246.5,,,
rider,Nicolò,BULEGA,Federal,Oil,Gresini,M,ITA,11th,11,
lap,1,1'44.929,33.377,22.949,26.479,22.124,246.5,,,
lap,2,1'37.595,26.927,22.457,26.354,21.857,245.4,,,
lap,3,1'37.262,26.658,22.372,26.357,21.875,246.5,,,
lap,4,1'37.501,26.995,22.384,26.318,21.804,245.4,,,
lap,5,1'37.796,26.737,22.672,26.620,21.767,243.7,,,
lap,6,1'37.964,26.863,22.485,26.550,22.066,246.0,,,
rider,12th,45,Tetsuta,NAGASHIM,Red,Bull,KTM,Ajo,JPN,
lap,1,1'45.872,33.564,23.057,27.166,22.085,240.0,,,
lap,2,1'37.620,26.653,22.597,26.622,21.748,246.5,,,
lap,3,1'37.343,26.586,22.557,26.417,21.783,246.0,,,
lap,4,1'37.370,26.747,22.432,26.456,21.735,245.4,,,
lap,5,1'37.848,26.638,22.659,26.753,21.798,244.8,,,
lap,6,1'38.032,26.846,22.637,26.702,21.847,244.3,,,
rider,13th,37,Augusto,FERNAND,EG,"0,0",Marc,VDS,SPA,
lap,1,1'45.424,33.355,23.169,27.112,21.788,242.6,,,
lap,2,1'37.500,26.798,22.493,26.484,21.725,244.3,,,
lap,3,1'37.456,26.578,22.622,26.597,21.659,245.4,,,
lap,4,1'37.230,26.666,22.430,26.429,21.705,243.7,,,
lap,5,1'38.210,26.751,22.932,26.742,21.785,242.6,,,
lap,6,1'38.631,26.957,22.956,26.863,21.855,244.3,,,
rider,14th,12,Thomas,LUTHI,Liqui,Moly,Intact,GP,SWI,
lap,1,1'45.948,33.705,23.028,27.141,22.074,244.8,,,
lap,2,1'37.738,27.089,22.399,26.474,21.776,247.7,,,
lap,3,1'37.226,26.626,22.458,26.415,21.727,246.5,,,
lap,4,1'37.356,26.891,22.413,26.431,21.621,246.5,,,
lap,5,1'37.986,26.907,22.710,26.598,21.771,245.4,,,
lap,6,1'38.305,26.985,22.615,26.856,21.849,246.0,,,
rider,15th,40,Hector,GARZO,Flexbox,HP,40,SPA,,
lap,1,1'46.855,33.855,23.416,27.205,22.379,247.1,,,
lap,2,1'38.012,27.075,22.561,26.481,21.895,244.8,,,
lap,3,1'37.765,26.681,22.450,26.905,21.729,244.3,,,
lap,4,1'37.249,26.790,22.368,26.445,21.646,244.3,,,
lap,5,1'37.195,26.669,22.405,26.436,21.685,243.7,,,
lap,6,1'37.853,26.604,22.541,26.846,21.862,244.3,,,
rider,16th,7,Lorenzo,BALDA,Flexbox,HP,40,ITA,,
lap,1,1'46.289,34.333,22.884,27.082,21.990,248.2,,,
lap,2,1'38.082,27.169,22.489,26.563,21.861,245.4,,,
lap,3,1'37.887,26.983,22.479,26.679,21.746,243.7,,,
lap,4,1'37.305,26.763,22.353,26.473,21.716,243.2,,,
lap,5,1'37.750,26.848,22.450,26.694,21.758,245.4,,,
lap,6,1'37.849,26.771,22.628,26.689,21.761,244.8,,,
rider,17th,54,Mattia,PASINI,Red,Bull,KTM,Ajo,ITA,
lap,1,1'46.221,33.859,23.086,27.201,22.075,247.1,,,
lap,2,1'38.078,27.027,22.522,26.633,21.896,247.1,,,
lap,3,1'38.178,26.880,22.590,26.983,21.725,243.2,,,
lap,4,1'37.775,26.845,22.402,26.687,21.841,247.7,,,
lap,5,1'38.304,26.918,22.628,26.853,21.905,245.4,,,
lap,6,1'38.375,27.015,22.548,26.991,21.821,244.8,,,
rider,Stefano,MANZI,MV,Agusta,Forward,R,ITA,18th,62,
lap,1,1'46.962,34.235,23.173,27.192,22.362,247.7,,,
lap,2,1'38.144,27.226,22.547,26.656,21.715,245.4,,,
lap,3,1'37.849,26.875,22.483,26.669,21.822,246.0,,,
lap,4,1'37.580,26.913,22.386,26.627,21.654,244.3,,,
lap,5,1'38.575,27.631,22.653,26.747,21.544,243.2,,,
lap,6,1'38.181,27.032,22.458,26.995,21.696,246.5,,,
rider,Simone,CORSI,MV,Agusta,Forward,R,ITA,19th,24,
lap,1,1'46.777,34.415,23.090,27.150,22.122,249.4,,,
lap,2,1'37.785,27.006,22.462,26.577,21.740,245.4,,,
lap,3,1'38.314,27.052,22.682,26.736,21.844,245.4,,,
lap,4,1'37.495,26.772,22.409,26.676,21.638,245.4,,,
lap,5,1'38.341,27.009,22.705,26.905,21.722,244.3,,,
lap,6,1'38.853,27.098,22.595,27.148,22.012,244.3,,,
rider,Marcos,RAMIREZ,Tennor,American,RaciSPA,20th,42,,,
