0,1,2,3,4,5,6,7,8,9
const,2020,October 25,Moto2,MotorLand Aragón,WUP,,,,
rider,Sam,LOWES,EG,"0,0",Marc,VDS,GBR,1st,22
lap,1,2'47.962,30.417,32.904,23.040,27.741,279.2,,
lap,2,1'54.550,32.823,32.112,22.155,27.460,281.4,,
lap,3,1'52.706,32.111,31.724,21.612,27.259,282.1,,
lap,4,1'52.870,31.974,31.926,21.607,27.363,282.1,,
lap,5,1'53.145,32.108,31.746,21.797,27.494,280.7,,
lap,6,1'52.463,32.124,31.695,21.507,27.137,283.6,,
lap,7,1'52.359,31.855,31.620,21.661,27.223,285.1,,
lap,8,1'52.167,31.910,31.672,21.466,27.119,283.6,,
lap,9,1'52.910,31.899,32.130,21.678,27.203,283.6,,
lap,10,1'57.777,36.473,31.978,22.104,27.222,282.9,,
lap,11,1'52.383,31.860,31.627,21.557,27.339,282.1,,
rider,Fabio,DI,GIANNANT,Lightech,Speed,Up,ITA,2nd,21
lap,1,2'35.995,30.566,33.330,22.684,27.899,276.4,,
lap,2,1'54.703,32.974,32.171*,21.946,27.612,278.5,,
lap,3,1'53.574,32.225,31.870,21.922,27.557,282.1,,
lap,4,1'53.829,32.357,32.170,21.867,27.435,279.2,,
lap,5,1'53.010,32.004,31.759,22.018,27.229,285.9,,
lap,6,1'58.138,32.330,36.147,22.205,27.456,280.7,,
lap,7,1'52.837,31.992,31.833,21.650,27.362,280.7,,
lap,8,1'52.688,31.994,31.696,21.664,27.334,280.7,,
lap,9,1'52.637,31.950,31.654,21.700,27.333,280.7,,
lap,10,2'02.349,36.337,35.202,22.965,27.845,279.2,,
lap,11,1'58.573,34.122,33.046,22.638,28.767,266.2,,
rider,Jorge,NAVARRO,Lightech,Speed,Up,SPA,3rd,9,
lap,1,2'11.322,30.720,33.893,22.807,27.836,278.5,,
lap,2,1'58.836,36.516,32.427,22.281,27.612,282.1,,
lap,3,1'54.184,32.783,32.052,21.988,27.361,280.7,,
lap,4,1'53.043,32.229,31.813,21.678,27.323,280.7,,
lap,5,1'52.718,32.077,31.773,21.698,27.170,281.4,,
lap,6,1'52.910,32.057,31.804,21.654,27.395,282.1,,
lap,7,1'53.705,32.255,32.275,21.800,27.375,280.0,,
lap,8,1'52.829,32.043,31.841,21.652,27.293,280.0,,
lap,9,1'52.704,31.991,31.807,21.598,27.308,282.1,,
lap,10,1'52.658,31.990,31.850,21.542,27.276,280.7,,
lap,11,1'55.208,32.224,32.572,22.382,28.030,278.5,,
rider,Jake,DIXON,Petronas,Sprinta,Raci,GBR,4th,96,
lap,1,2'51.726,28.816,32.475,22.110,27.705,277.8,,
lap,2,1'54.474,32.936,32.111,21.951,27.476,280.0,,
lap,3,1'53.552,32.311,31.931,21.697,27.613,280.0,,
lap,4,1'53.033,32.115,31.732,21.668,27.518,279.2,,
lap,5,1'52.755,32.155,31.715,21.543,27.342,280.7,,
lap,6,1'53.308,32.170,31.802,21.824,27.512,280.7,,
lap,7,1'53.148,32.338,31.765,21.678,27.367,281.4,,
lap,8,1'56.818,33.796,33.265,22.165,27.592,280.7,,
lap,9,1'53.344,32.419,31.756,21.757,27.412,282.1,,
lap,10,1'52.871,32.256,31.691,21.608,27.316,282.1,,
lap,11,1'52.691,32.066,31.691,21.654,27.280,284.4,,
rider,Hector,GARZO,Flexbox,HP,40,SPA,5th,40,
