0,1,2,3,4,5,6,7,8,9
const,2020,October 18,Moto2,MotorLand Aragón,RACE,,,,
rider,Sam,LOWES,EG,"0,0",Marc,VDS,GBR,1st,22
lap,1,1'56.182,34.852,32.146,21.908,27.276,285.1,,
lap,2,1'52.164,32.015,31.358,21.446,27.345,283.6,,
lap,3,1'52.331,31.926,31.636,21.510,27.259,282.9,,
lap,4,1'52.358,31.856,31.425,21.637,27.440,282.1,,
lap,5,1'52.609,32.067,31.570,21.692,27.280,282.9,,
lap,6,1'52.601,31.930,31.637,21.702,27.332,283.6,,
lap,7,1'52.803,32.008,31.656,21.822,27.317,282.1,,
lap,8,1'53.308,32.211,32.108,21.630,27.359,284.4,,
lap,9,1'52.616,31.985,31.583,21.603,27.445,284.4,,
lap,10,1'52.965,32.067,31.484,21.852,27.562,282.1,,
lap,11,1'53.170,32.469,31.735,21.666,27.300,285.1,,
lap,12,1'52.719,32.020,31.872,21.560,27.267,284.4,,
lap,13,1'52.881,32.082,31.720,21.669,27.410,282.9,,
lap,14,1'52.843,32.084,31.729,21.626,27.404,283.6,,
lap,15,1'52.880,32.053,31.621,21.863,27.343,282.9,,
lap,16,1'52.786,32.060,31.778,21.647,27.301,284.4,,
lap,17,1'53.020,32.180,31.769,21.732,27.339,284.4,,
lap,18,1'52.836,32.130,31.684,21.611,27.411,284.4,,
lap,19,1'52.871,32.179,31.696,21.736,27.260,284.4,,
lap,20,1'53.295,32.395,31.707,21.747,27.446,280.7,,
lap,21,1'53.964,32.269,31.905,21.779,28.011,280.0,,
rider,Enea,BASTIANINI,Italtrans,Racing,Team,ITA,2nd,33,
lap,1,1'57.407,36.158,32.193,21.754,27.302,289.7,,
lap,2,1'52.431,31.999,31.678,21.451,27.303,287.4,,
lap,3,1'52.544,32.076,31.600,21.480,27.388,285.1,,
lap,4,1'52.653,32.064,31.655,21.437,27.497,285.9,,
lap,5,1'52.672,32.118,31.684,21.469,27.401,285.9,,
lap,6,1'52.692,32.101,31.636,21.493,27.462,286.6,,
lap,7,1'52.922,32.113,31.679,21.604,27.526,290.5,,
lap,8,1'52.867,32.154,31.713,21.550,27.450,285.1,,
lap,9,1'52.852,32.144,31.696,21.493,27.519,284.4,,
lap,10,1'52.673,32.096,31.636,21.527,27.414,285.9,,
lap,11,1'52.819,32.138,31.746,21.488,27.447,285.9,,
lap,12,1'52.771,32.110,31.696,21.585,27.380,286.6,,
lap,13,1'52.799,32.124,31.710,21.527,27.438,286.6,,
lap,14,1'52.848,32.233,31.686,21.567,27.362,287.4,,
lap,15,1'53.497,32.404,31.894,21.640,27.559,282.1,,
lap,16,1'53.575,32.478,32.028,21.582,27.487,282.9,,
lap,17,1'53.155,32.202,31.821,21.571,27.561,283.6,,
lap,18,1'53.398,32.305,31.960,21.570,27.563,282.9,,
lap,19,1'53.087,32.326,31.698,21.537,27.526,282.1,,
lap,20,1'53.883,32.684,31.985,21.733,27.481,285.1,,
lap,21,1'53.852,32.506,32.021,21.791,27.534,282.9,,
rider,Jorge,MARTIN,Red,Bull,KTM,Ajo,SPA,3rd,88
lap,1,1'56.777,35.875,31.827,21.773,27.302,282.1,,
lap,2,1'52.081,31.878,31.501,21.455,27.247,285.9,,
lap,3,1'52.444,31.918,31.647,21.654,27.225,285.9,,
lap,4,1'52.599,31.876,31.596,21.583,27.544,284.4,,
lap,5,1'52.858,32.051,31.735,21.582,27.490,285.1,,
lap,6,1'52.716,31.971,31.650,21.621,27.474,284.4,,
lap,7,1'52.738,31.967,31.700*,21.680,27.391,284.4,,
lap,8,1'52.875,32.017,31.830,21.735,27.293,284.4,,
lap,9,1'52.940,31.945,31.791,21.837,27.367,283.6,,
lap,10,1'53.125,32.066,31.882,21.787,27.390,284.4,,
lap,11,1'52.697,32.028,31.736,21.615,27.318,284.4,,
lap,12,1'52.899,32.017,31.834,21.682,27.366,285.1,,
lap,13,1'52.805,31.956,31.827,21.700,27.322,285.1,,
lap,14,1'53.211,32.191,31.731,21.755,27.534,283.6,,
lap,15,1'53.735,32.296,32.079*,21.947,27.413,286.6,,
lap,16,1'53.783,32.291,32.295,21.803,27.394,284.4,,
lap,17,1'52.965,32.187,31.760,21.686,27.332,285.9,,
lap,18,1'53.439,32.419,31.863,21.807,27.350,285.9,,
lap,19,1'53.138,32.350,31.787,21.657,27.344,285.1,,
lap,20,1'53.575,32.349,31.906,21.781,27.539,280.0,,
lap,21,1'54.142,32.479,32.096,22.101,27.466,285.1,,
rider,Jake,DIXON,Petronas,Sprinta,Raci,GBR,4th,96,
lap,1,1'56.685,35.410,31.915,21.807,27.553,282.9,,
lap,2,1'52.545,32.194,31.617,21.529,27.205,285.1,,
lap,3,1'52.405,31.888,31.635,21.629,27.253,285.1,,
lap,4,1'52.708,32.103,31.700,21.526,27.379,284.4,,
lap,5,1'52.682,31.951,31.686,21.647,27.398,285.1,,
lap,6,1'53.017,32.161,31.680,21.677,27.499,284.4,,
lap,7,1'53.357,32.030,31.883,21.697,27.747,283.6,,
lap,8,1'53.444,32.386,31.846,21.793,27.419,284.4,,
lap,9,1'53.011,31.949,31.745,21.809,27.508,282.9,,
lap,10,1'53.043,32.131,31.759,21.683,27.470,283.6,,
lap,11,1'53.436,32.294,31.880,21.737,27.525,282.9,,
lap,12,1'53.238,32.239,31.775,21.683,27.541,282.1,,
lap,13,1'53.635,32.474,31.838,21.725,27.598,281.4,,
lap,14,1'53.340,32.222,31.820,21.761,27.537,281.4,,
lap,15,1'53.395,32.273,31.769,21.740,27.613,281.4,,
lap,16,1'53.359,32.311,31.805,21.725,27.518,280.7,,
lap,17,1'53.204,32.207,31.826,21.687,27.484,281.4,,
lap,18,1'53.654,32.250,31.987,21.811,27.606,282.9,,
lap,19,1'53.829,32.445,31.905*,21.897,27.582,281.4,,
lap,20,1'54.321,32.625,32.009,21.945,27.742,280.0,,
lap,21,1'54.192,32.744,32.016,21.779,27.653,280.7,,
rider,Remy,GARDNER,Onexox,TKKR,SAG,T,AUS,5th,87
lap,1,1'57.443,36.007,32.199,21.689,27.548,285.9,,
lap,2,1'52.889,32.173,31.766,21.581,27.369*,283.6,,
