0,1,2,3,4,5,6,7,8,9,10,11,12
const,2020,October 24,Moto2,MotorLand Aragón,Q2,,,,,,,
rider,Sam,LOWES,EG,"0,0",Marc,VDS,GBR,1st,22,Total,laps=7,laps=4
lap,1,3'06.731,29.621,32.140,21.789,27.120,285.1,,,,,
lap,2,1'51.652,31.695,31.296,21.480,27.181,284.4,,,,,
lap,3,1'51.296,31.689,31.226,21.337,27.044,285.1,,,,,
lap,4,1'51.332,31.661,31.248,21.355,27.068,285.9,,,,,
lap,5,1'51.400,31.589,31.388,21.358,27.065,286.6,,,,,
lap,6,2'18.229,P,42.086,33.624,25.047,37.472,201.4,,,,
lap,7,3'26.494,35.729,33.552,23.258,27.847,282.1,,,,,
rider,Jorge,NAVARRO,Lightech,Speed,Up,SPA,2nd,9,Total,laps=7,laps=3,
lap,1,2'00.789,29.603,33.007,22.762,29.556,276.4,,,,,
lap,2,1'52.258,32.145,31.499,21.453,27.161,282.1,,,,,
lap,3,1'51.747,31.883,31.170,21.572,27.122,282.1,,,,,
lap,4,1'51.512,31.568,31.380,21.360,27.204,281.4,,,,,
lap,5,1'59.599,P,33.753,31.950,21.995,31.901,280.7,,,,
lap,6,3'11.185,28.506,31.995,21.958,31.650,181.2,,,,,
lap,unfinished,31.735,,,,,,,,,,
rider,Remy,GARDNER,Onexox,TKKR,SAG,T,AUS,3rd,87,Total,laps=8,laps=5
lap,1,2'21.145,41.123,33.337*,22.537,30.738,266.2,,,,,
lap,2,1'54.784,32.057,31.484,21.873,29.370,233.0,,,,,
lap,3,1'51.711,31.665,31.385,21.414,27.247,284.4,,,,,
lap,4,1'55.061,32.101,33.993,21.593,27.374,284.4,,,,,
lap,5,1'58.954,P,31.786,31.578,21.444,34.146,260.4,,,,
lap,6,2'44.584,29.599,32.113,21.914,34.413,180.0,,,,,
lap,7,1'54.409,31.993,31.645,21.716,29.055,257.3,,,,,
lap,8,1'52.185,31.795,31.505,21.363,27.522,282.1,,,,,
rider,Fabio,DI,GIANNANT,Lightech,Speed,Up,ITA,4th,21,Total,laps=8,laps=6
lap,1,2'52.487,29.283,39.129,25.645,44.018,145.4,,,,,
lap,2,1'58.416,32.531,34.692,22.750,28.443,273.6,,,,,
lap,3,1'52.120,31.792,31.519,21.644,27.165,282.9,,,,,
lap,4,1'51.992,31.612,31.530,21.565,27.285,282.1,,,,,
lap,5,1'51.720,31.505,31.400,21.582,27.233,282.9,,,,,
lap,6,2'09.224,36.707,32.779,22.393,37.345,250.2,,,,,
lap,7,1'56.270,32.017,34.238*,22.004,28.011,273.6,,,,,
lap,8,1'52.365,31.805,31.653,21.637,27.270,285.9,,,,,
rider,Marcos,RAMIREZ,Tennor,American,RaciSPA,5th,42,Total,laps=7,laps=4,,
lap,1,2'23.236,34.404,33.353,22.607,30.095,278.5,,,,,
lap,2,1'52.087,31.960,31.511,21.573,27.043,290.5,,,,,
lap,3,1'51.721,31.708,31.334,21.441,27.238,288.9,,,,,
lap,4,1'56.328,35.787,31.658,21.766,27.117,289.7,,,,,
lap,5,1'52.295,31.944,31.460,21.591,27.300,288.1,,,,,
lap,6,2'02.187,P,32.204,33.938,22.455,33.590,282.1,,,,
lap,7,3'47.909,28.961,33.038,22.616,28.154,284.4,,,,,
rider,Enea,BASTIANINI,Italtrans,Racing,Team,ITA,6th,33,Total,laps=8,laps=6,
lap,1,2'49.944,29.139,32.714,22.722,33.785,251.4,,,,,
lap,2,2'00.039,35.389,33.664,21.694,29.292,274.3,,,,,
lap,3,1'52.055,31.925,31.432,21.492,27.206,286.6,,,,,
lap,4,1'51.878,31.837,31.429,21.327,27.285,287.4,,,,,
lap,5,1'51.776,31.807,31.405,21.426,27.138,286.6,,,,,
lap,6,2'09.522,36.452,31.737,22.155,39.178,248.5,,,,,
lap,7,1'56.672,31.916,35.347*,22.037,27.372,286.6,,,,,
lap,8,1'53.448,32.000,32.321,21.777,27.350,288.1,,,,,
rider,Jake,DIXON,Petronas,Sprinta,Raci,GBR,7th,96,Total,laps=8,laps=4,
lap,1,1'58.652,30.733,33.880,22.681,29.323,275.0,,,,,
lap,2,1'53.003,32.319,31.587,21.619,27.478,281.4,,,,,
lap,3,1'59.242,P,31.869,31.396*,22.396,33.581,279.2,,,,
lap,4,3'13.577,28.965,32.587,22.052,27.682,281.4,,,,,
lap,5,1'51.780,31.802,31.210,21.500,27.268,282.1,,,,,
lap,6,1'51.856,31.725,31.419,21.484,27.228,282.9,,,,,
lap,7,1'52.239,31.768,31.433,21.612,27.426,282.9,,,,,
lap,8,2'06.278,P,31.843,36.004,23.871,34.560,278.5,,,,
rider,Hector,GARZO,Flexbox,HP,40,SPA,8th,40,Total,laps=8,laps=7,
lap,1,2'22.643,38.147,33.977,22.680,30.574,270.9,,,,,
lap,2,1'52.308,32.043,31.559,21.537,27.169,285.9,,,,,
lap,3,1'54.865,34.534,31.581,21.494,27.256,286.6,,,,,
lap,4,1'51.831,31.840,31.444,21.362,27.185,287.4,,,,,
lap,5,1'52.175,31.899,31.491,21.484,27.301,285.1,,,,,
lap,6,2'16.371,37.082,32.174,27.357,39.758,124.5,,,,,
lap,7,2'07.219,39.036,38.359,22.433,27.391,285.1,,,,,
lap,8,1'52.353,31.978,31.628,21.511,27.236,285.9,,,,,
rider,Augusto,FERNAND,EG,"0,0",Marc,VDS,SPA,9th,37,Total,laps=8,laps=7
lap,1,3'07.399,28.911,32.142,21.704,27.249,284.4,,,,,
lap,2,1'52.440,31.981,31.563,21.567,27.329,283.6,,,,,
lap,3,1'51.839,31.751,31.406,21.460,27.222,282.9,,,,,
lap,4,1'55.390,31.888,33.317,22.571,27.614,284.4,,,,,
lap,5,1'52.775,32.021,31.732,21.559,27.463,282.1,,,,,
lap,6,1'52.883,31.970,31.662,21.610,27.641,282.1,,,,,
lap,7,1'56.009,33.812,33.039,21.695,27.463,285.1,,,,,
lap,8,1'55.317,32.120,32.922,21.954,28.321,272.9,,,,,
rider,Bo,BENDSNEYDER,NTS,RW,Racing,GP,NED,10th,64,Total,laps=7,laps=5
lap,1,4'16.369,36.181,34.730,22.951,29.375,255.5,,,,,
lap,2,1'52.286,32.104,31.503,21.434,27.245,281.4,,,,,
lap,3,1'51.946,31.895,31.398,21.364,27.289,280.0,,,,,
lap,4,1'51.989,31.781,31.384,21.432,27.392,280.0,,,,,
lap,5,2'19.551,34.497,35.536,26.479,43.039,122.8,,,,,
lap,6,2'04.086,37.005,37.534,22.014,27.533,279.2,,,,,
lap,7,1'56.820,32.032,34.084*,23.017,27.687,280.0,,,,,
