,Year,TRK,Track,Category,Session,Date,Track_Condition,Track_Temp,Air_Temp,Humidity,Position,Points,Rider_Number,Rider_Name,Nationality,Team_Name,Bike,Avg_Speed,Time
0,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,1,25.0,4,Andrea DOVIZIOSO,ITA,Ducati Team,Ducati,166.7,42'34.654
1,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,2,20.0,93,Marc MARQUEZ,SPA,Repsol Honda Team,Honda,166.7,+0.027
2,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,3,16.0,46,Valentino ROSSI,ITA,Movistar Yamaha MotoGP,Yamaha,166.7,+0.797
3,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,4,13.0,35,Cal CRUTCHLOW,GBR,LCR Honda CASTROL,Honda,166.6,+2.881
4,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,5,11.0,9,Danilo PETRUCCI,ITA,Alma Pramac Racing,Ducati,166.5,+3.821
5,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,6,10.0,25,Maverick VIÑALES,SPA,Movistar Yamaha MotoGP,Yamaha,166.5,+3.888
6,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,7,9.0,26,Dani PEDROSA,SPA,Repsol Honda Team,Honda,166.4,+4.621
7,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,8,8.0,5,Johann ZARCO,FRA,Monster Yamaha Tech 3,Yamaha,166.3,+7.112
8,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,9,7.0,29,Andrea IANNONE,ITA,Team SUZUKI ECSTAR,Suzuki,165.9,+12.957
9,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,10,6.0,43,Jack MILLER,AUS,Alma Pramac Racing,Ducati,165.8,+14.594
10,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,11,5.0,53,Tito RABAT,SPA,Reale Avintia Racing,Ducati,165.8,+15.181
11,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,12,4.0,21,Franco MORBIDELLI,ITA,"EG 0,0 Marc VDS",Honda,165.7,+16.274
12,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,13,3.0,19,Alvaro BAUTISTA,SPA,Angel Nieto Team,Ducati,165.5,+19.788
13,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,14,2.0,55,Hafizh SYAHRIN,MAL,Monster Yamaha Tech 3,Yamaha,165.4,+20.299
14,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,15,1.0,17,Karel ABRAHAM,CZE,Angel Nieto Team,Ducati,165.2,+23.287
15,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,16,0.0,12,Thomas LUTHI,SWI,"EG 0,0 Marc VDS",Honda,165.2,+24.189
16,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,17,0.0,30,Takaaki NAKAGAMI,JPN,LCR Honda IDEMITSU,Honda,165.2,+24.554
17,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,18,0.0,38,Bradley SMITH,GBR,Red Bull KTM Factory Racing,KTM,164.7,+31.704
18,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,19,0.0,41,Aleix ESPARGARO,SPA,Aprilia Racing Team Gresini,Aprilia,164.5,+34.712
19,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,20,0.0,45,Scott REDDING,GBR,Aprilia Racing Team Gresini,Aprilia,164.3,+37.641
20,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,21,0.0,10,Xavier SIMEON,BEL,Reale Avintia Racing,Ducati,163.7,+46.706
21,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,crash,0.0,44,Pol ESPARGARO,SPA,Red Bull KTM Factory Racing,KTM,165.1,7 Laps
22,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,crash,0.0,42,Alex RINS,SPA,Team SUZUKI ECSTAR,Suzuki,166.2,10 Laps
23,2018,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,18,2018",Dry,23º,21º,46%,crash,0.0,99,Jorge LORENZO,SPA,Ducati Team,Ducati,166.0,10 Laps
24,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,1,25.0,42,Francesco BAGNAIA,ITA,SKY Racing Team VR46,Kalex,160.0,40'19.802
25,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,2,20.0,7,Lorenzo BALDASSARRI,ITA,Pons HP40,Kalex,160.0,+0.112
26,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,3,16.0,73,Alex MARQUEZ,SPA,"EG 0,0 Marc VDS",Kalex,159.7,+5.625
27,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,4,13.0,54,Mattia PASINI,ITA,Italtrans Racing Team,Kalex,159.6,+6.657
28,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,5,11.0,44,Miguel OLIVEIRA,POR,Red Bull KTM Ajo,KTM,159.4,+10.296
29,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,6,10.0,41,Brad BINDER,RSA,Red Bull KTM Ajo,KTM,159.3,+10.344
30,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,7,9.0,23,Marcel SCHROTTER,GER,Dynavolt Intact GP,Kalex,159.3,+11.419
31,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,8,8.0,97,Xavi VIERGE,SPA,Dynavolt Intact GP,Kalex,159.3,+11.516
32,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,9,7.0,10,Luca MARINI,ITA,SKY Racing Team VR46,Kalex,158.7,+20.690
33,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,10,6.0,9,Jorge NAVARRO,SPA,Federal Oil Gresini Moto2,Kalex,158.7,+20.961
34,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,11,5.0,36,Joan MIR,SPA,"EG 0,0 Marc VDS",Kalex,158.5,+23.025
35,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,12,4.0,87,Remy GARDNER,AUS,Tech 3 Racing,Tech 3,158.1,+30.292
36,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,13,3.0,40,Hector BARBERA,SPA,Pons HP40,Kalex,158.0,+30.299
37,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,14,2.0,24,Simone CORSI,ITA,Tasca Racing Scuderia Moto2,Kalex,158.0,+30.732
38,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,15,1.0,77,Dominique AEGERTER,SWI,Kiefer Racing,KTM,158.0,+30.870
39,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,16,0.0,32,Isaac VIÑALES,SPA,SAG Team,Kalex,158.0,+31.052
40,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,17,0.0,52,Danny KENT,GBR,Beta Tools - Speed Up Racing,Speed Up,157.9,+31.958
41,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,18,0.0,64,Bo BENDSNEYDER,NED,Tech 3 Racing,Tech 3,157.9,+32.382
42,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,19,0.0,5,Andrea LOCATELLI,ITA,Italtrans Racing Team,Kalex,157.7,+35.228
43,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,20,0.0,20,Fabio QUARTARARO,FRA,Beta Tools - Speed Up Racing,Speed Up,157.7,+35.357
44,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,21,0.0,45,Tetsuta NAGASHIMA,JPN,IDEMITSU Honda Team Asia,Kalex,157.7,+35.969
45,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,22,0.0,4,Steven ODENDAAL,RSA,NTS RW Racing GP,NTS,157.3,+42.545
46,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,23,0.0,89,Khairul Idham PAWI,MAL,IDEMITSU Honda Team Asia,Kalex,157.2,+42.776
47,2018,QAT,Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,18,2018",Dry,24º,22º,38%,24,0.0,13,Romano FENATI,ITA,Marinelli Snipers Team,Kalex,157.1,+44.562
