,Year,TRK,Track,Category,Session,Date,Track_Condition,Track_Temp,Air_Temp,Humidity,Position,Points,Rider_Number,Rider_Name,Nationality,Team_Name,Bike,Avg_Speed,Time
0,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,1,25.0,4,Andrea DOVIZIOSO,ITA,Mission Winnow Ducati,Ducati,166.6,42'36.902
1,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,2,20.0,93,Marc MARQUEZ,SPA,Repsol Honda Team,Honda,166.6,+0.023
2,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,3,16.0,35,Cal CRUTCHLOW,GBR,LCR Honda CASTROL,Honda,166.6,+0.320
3,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,4,13.0,42,Alex RINS,SPA,Team SUZUKI ECSTAR,Suzuki,166.6,+0.457
4,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,5,11.0,46,Valentino ROSSI,ITA,Monster Energy Yamaha MotoGP,Yamaha,166.6,+0.600
5,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,6,10.0,9,Danilo PETRUCCI,ITA,Mission Winnow Ducati,Ducati,166.4,+2.320
6,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,7,9.0,12,Maverick VIÑALES,SPA,Monster Energy Yamaha MotoGP,Yamaha,166.4,+2.481
7,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,8,8.0,36,Joan MIR,SPA,Team SUZUKI ECSTAR,Suzuki,166.3,+5.088
8,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,9,7.0,30,Takaaki NAKAGAMI,JPN,LCR Honda IDEMITSU,Honda,166.1,+7.406
9,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,10,6.0,41,Aleix ESPARGARO,SPA,Aprilia Racing Team Gresini,Aprilia,166.0,+9.636
10,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,11,5.0,21,Franco MORBIDELLI,ITA,Petronas Yamaha SRT,Yamaha,166.0,+9.647
11,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,12,4.0,44,Pol ESPARGARO,SPA,Red Bull KTM Factory Racing,KTM,165.8,+12.774
12,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,13,3.0,99,Jorge LORENZO,SPA,Repsol Honda Team,Honda,165.7,+14.307
13,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,14,2.0,29,Andrea IANNONE,ITA,Aprilia Racing Team Gresini,Aprilia,165.7,+14.349
14,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,15,1.0,5,Johann ZARCO,FRA,Red Bull KTM Factory Racing,KTM,165.6,+15.093
15,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,16,0.0,20,Fabio QUARTARARO,FRA,Petronas Yamaha SRT,Yamaha,165.6,+15.905
16,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,17,0.0,88,Miguel OLIVEIRA,POR,Red Bull KTM Tech 3,KTM,165.5,+16.377
17,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,18,0.0,17,Karel ABRAHAM,CZE,Reale Avintia Racing,Ducati,165.1,+22.972
18,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,19,0.0,53,Tito RABAT,SPA,Reale Avintia Racing,Ducati,165.1,+23.039
19,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,20,0.0,55,Hafizh SYAHRIN,MAL,Red Bull KTM Tech 3,KTM,163.8,+43.242
20,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,crash,0.0,38,Bradley SMITH,GBR,Aprilia Factory Racing,Aprilia,164.0,2 Laps
21,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,crash,0.0,43,Jack MILLER,AUS,Alma Pramac Racing,Ducati,165.5,10 Laps
22,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,MotoGP,RAC,"March,10,2019",Dry,19º,18º,52%,crash,0.0,63,Francesco BAGNAIA,ITA,Alma Pramac Racing,Ducati,152.5,13 Laps
23,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,Moto2,RAC,"March,10,2019",Dry,21º,20º,39%,1,25.0,7,Lorenzo BALDASSARRI,ITA,Flexbox HP 40,Kalex,161.6,39'56.109
24,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,Moto2,RAC,"March,10,2019",Dry,21º,20º,39%,2,20.0,12,Thomas LUTHI,SWI,Dynavolt Intact GP,Kalex,161.6,+0.026
25,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,Moto2,RAC,"March,10,2019",Dry,21º,20º,39%,3,16.0,23,Marcel SCHROTTER,GER,Dynavolt Intact GP,Kalex,161.5,+2.123
26,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,Moto2,RAC,"March,10,2019",Dry,21º,20º,39%,4,13.0,87,Remy GARDNER,AUS,ONEXOX TKKR SAG Team,Kalex,161.5,+2.125
27,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,Moto2,RAC,"March,10,2019",Dry,21º,20º,39%,5,11.0,40,Augusto FERNANDEZ,SPA,Flexbox HP 40,Kalex,161.5,+2.305
28,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,Moto2,RAC,"March,10,2019",Dry,21º,20º,39%,6,10.0,22,Sam LOWES,GBR,Federal Oil Gresini Moto2,Kalex,161.4,+3.334
29,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,Moto2,RAC,"March,10,2019",Dry,21º,20º,39%,7,9.0,73,Alex MARQUEZ,SPA,"EG 0,0 Marc VDS",Kalex,161.3,+5.018
30,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,Moto2,RAC,"March,10,2019",Dry,21º,20º,39%,8,8.0,10,Luca MARINI,ITA,SKY Racing Team VR46,Kalex,161.1,+7.336
31,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,Moto2,RAC,"March,10,2019",Dry,21º,20º,39%,9,7.0,33,Enea BASTIANINI,ITA,Italtrans Racing Team,Kalex,160.7,+12.949
32,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,Moto2,RAC,"March,10,2019",Dry,21º,20º,39%,10,6.0,97,Xavi VIERGE,SPA,"EG 0,0 Marc VDS",Kalex,160.7,+13.865
33,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,Moto2,RAC,"March,10,2019",Dry,21º,20º,39%,11,5.0,21,Fabio DI GIANNANTONIO,ITA,+Ego Speed Up,Speed Up,160.6,+15.525
34,2019,QAT,VisitQatar Grand Prix - Losail International Circuit,Moto2,RAC,"March,10,2019",Dry,21º,20º,39%,12,4.0,41,Brad BINDER,RSA,Red Bull KTM Ajo,KTM,160.5,+16.591
